source,target,osmid,lanes,name,highway,oneway,reversed,length,highway,lanes,name,junction,geometry,access,service,landuse,tunnel,width
5704353665,8184202934,769798548,3,Phố Ngô Quyền,tertiary,False,True,63.177,tertiary,3,Phố Ngô Quyền,,,,,,,
5704382338,6689703487,599642293,,,service,False,True,42.749,service,,,,"LINESTRING (105.8586477 21.0251237, 105.8585737 21.0253545, 105.8584255 21.0253162)",,,,,
5704382341,10142034269,599642294,,,service,False,True,31.695,service,,,,,,,,,
5704382342,10142034269,599642294,,,service,False,False,4.766,service,,,,,,,,,
5704382342,6647111314,684089070,,Phố Phạm Ngũ Lão,residential,False,False,38.643,residential,,Phố Phạm Ngũ Lão,,,,,,,
5704382342,8324108045,684089070,,Phố Phạm Ngũ Lão,residential,False,True,19.549,residential,,Phố Phạm Ngũ Lão,,,,,,,
5704382343,10142034270,599642295,,,service,False,True,33.456,service,,,,,,,,,
5704382344,10142034270,599642295,,,service,False,False,4.751,service,,,,,,,,,
5704382344,8324108045,684089070,,Phố Phạm Ngũ Lão,residential,False,False,67.765,residential,,Phố Phạm Ngũ Lão,,,,,,,
5704382344,6644037904,684089070,,Phố Phạm Ngũ Lão,residential,False,True,39.215,residential,,Phố Phạm Ngũ Lão,,,,,,,
5704382345,5704382354,599642296,,,service,False,True,17.212,service,,,,,,,,,
5704382353,9580094346,599642298,,,service,False,True,35.553,service,,,,,,,,,
5704382353,10142034259,599642297,,,service,False,False,88.19000000000001,service,,,,"LINESTRING (105.8581692 21.0237812, 105.8573994 21.0240001, 105.8573564 21.0240123)",,,,,
5704382353,10142649437,599642298,,,service,False,False,143.09199999999998,service,,,,"LINESTRING (105.8581692 21.0237812, 105.8583149 21.0242376, 105.8575372 21.0244305, 105.8574756 21.0244458)",,,,,
5704382354,5704382345,599642296,,,service,False,False,17.212,service,,,,,,,,,
5704382354,9580094346,599642298,,,service,False,False,5.006,service,,,,,,,,,
5704382354,10142034258,599642298,,,service,False,True,56.562,service,,,,,,,,,
5704382355,10142034258,599642298,,,service,False,False,8.408,service,,,,,,,,,
5704382355,6648288794,399565639,2,Phố Lê Thánh Tông,tertiary,False,False,73.004,tertiary,2,Phố Lê Thánh Tông,,"LINESTRING (105.8572166 21.0236777, 105.8572382 21.0235753, 105.8573391 21.0232491, 105.8574012 21.0230445)",,,,,
5704382355,4902374735,399565639,2,Phố Lê Thánh Tông,tertiary,False,True,41.683,tertiary,2,Phố Lê Thánh Tông,,"LINESTRING (105.8572166 21.0236777, 105.8571984 21.0238632, 105.8572075 21.0240516)",,,,,
5704382356,6662487546,11550307,2,Phố Phan Chu Trinh,tertiary,False,False,68.061,tertiary,2,Phố Phan Chu Trinh,,,,,,,
5704382356,6662352881,11550307,2,Phố Phan Chu Trinh,tertiary,False,True,74.035,tertiary,2,Phố Phan Chu Trinh,,,,,,,
5704382356,8184202925,599635078,,Phố Phạm Sư Mạnh,residential,False,True,6.134,residential,,Phố Phạm Sư Mạnh,,,,,,,
5704400882,6440634692,599647455,,,service,False,False,35.342,service,,,,,,,,,
5704400882,5704400884,599647454,,Ngõ 312 Đường Bạch Đằng,residential,False,True,69.232,residential,,Ngõ 312 Đường Bạch Đằng,,"LINESTRING (105.8614998 21.024501, 105.8618552 21.0245254, 105.8621465 21.0246262)",,,,,
5704400882,5704400886,"[687098306, 599647455]",,Ngõ 300 Bạch Đằng,"['service', 'residential']",False,True,94.77199999999999,"['service', 'residential']",,Ngõ 300 Bạch Đằng,,"LINESTRING (105.8614998 21.024501, 105.8614723 21.0246024, 105.8614509 21.0247382, 105.8616467 21.0247414, 105.8620927 21.0248392)",,,,,
5704400884,6658015490,408489723,2,Đường Bạch Đằng,tertiary,False,False,40.707,tertiary,2,Đường Bạch Đằng,,,,,,,
5704400884,5704400886,408489723,2,Đường Bạch Đằng,tertiary,False,True,24.334,tertiary,2,Đường Bạch Đằng,,,,,,,
5704400884,5704400882,599647454,,Ngõ 312 Đường Bạch Đằng,residential,False,False,69.232,residential,,Ngõ 312 Đường Bạch Đằng,,"LINESTRING (105.8621465 21.0246262, 105.8618552 21.0245254, 105.8614998 21.024501)",,,,,
5704400886,5704400884,408489723,2,Đường Bạch Đằng,tertiary,False,False,24.334,tertiary,2,Đường Bạch Đằng,,,,,,,
5704400886,443033372,408489723,2,Đường Bạch Đằng,tertiary,False,True,114.354,tertiary,2,Đường Bạch Đằng,,"LINESTRING (105.8620927 21.0248392, 105.861989 21.0253574, 105.8618688 21.0256239, 105.8617471 21.025803)",,,,,
5704400886,5704400882,"[687098306, 599647455]",,Ngõ 300 Bạch Đằng,"['service', 'residential']",False,False,94.772,"['service', 'residential']",,Ngõ 300 Bạch Đằng,,"LINESTRING (105.8620927 21.0248392, 105.8616467 21.0247414, 105.8614509 21.0247382, 105.8614723 21.0246024, 105.8614998 21.024501)",,,,,
5704400887,320410406,599647456,,,service,False,True,19.891,service,,,,"LINESTRING (105.8604035 21.0252509, 105.8604571 21.0251432, 105.8603997 21.0251159)",,,,,
5704400890,320410406,702910581,,Đường Hồng Hà,residential,False,False,70.474,residential,,Đường Hồng Hà,,"LINESTRING (105.8600425 21.0256549, 105.8601114 21.025551, 105.8603997 21.0251159)",,,,,
5704400895,6408837604,408489723,2,Đường Bạch Đằng,tertiary,False,True,44.406,tertiary,2,Đường Bạch Đằng,,,,,,,
5704400895,6408837600,408489723,2,Đường Bạch Đằng,tertiary,False,False,43.104,tertiary,2,Đường Bạch Đằng,,"LINESTRING (105.8623767 21.0236508, 105.8623875 21.0235355, 105.862417 21.023265)",,,,,
5704400895,10175009793,599647459,,Ngõ 933 Hồng Hà,service,False,False,45.126000000000005,service,,Ngõ 933 Hồng Hà,,"LINESTRING (105.8623767 21.0236508, 105.8620201 21.0235603, 105.861957 21.0235449)",,alley,,,
5704400896,5704400897,599647460,,,service,False,True,46.272,service,,,,,,,,,
5704400896,8817435380,952635606,,,service,False,False,19.038,service,,,,,,,,,
5704400896,8817435385,952635606,,,service,False,True,79.935,service,,,,"LINESTRING (105.8597678 21.0228611, 105.8600132 21.0229225, 105.8600588 21.02295, 105.8600695 21.0229813, 105.8600602 21.0230476, 105.8599566 21.0233645)",,,,,
5704400897,5704400896,599647460,,,service,False,False,46.272,service,,,,,,,,,
5704400897,6644037903,599647461,,,service,False,False,12.112,service,,,,,,,,,
5704400897,8817435385,599647461,,,service,False,True,33.55,service,,,,,,,,,
5704400900,8817435385,599647461,,,service,False,False,58.163,service,,,,"LINESTRING (105.8603123 21.0236085, 105.8599851 21.0235258, 105.8600199 21.0233856, 105.8599566 21.0233645)",,,,,
5704543860,10142638719,29124255,,Vạn Kiếp,residential,False,False,3.93,residential,,Vạn Kiếp,,,,,,,
5704543860,2474695878,600544651,,Vạn Kiếp,residential,False,True,6.198,residential,,Vạn Kiếp,,,,,,,
5704543860,6685527207,711134700,2,Đường Nguyễn Khoái,primary,False,True,8.224,primary,2,Đường Nguyễn Khoái,,,,,,,
5704543860,6648288796,711134702,2,Đường Trần Khánh Dư,primary,False,False,7.84,primary,2,Đường Trần Khánh Dư,,,,,,,
5707054205,5707054206,600022127,,,service,False,True,70.511,service,,,,,,,,,
5707054206,5707054205,600022127,,,service,False,False,70.511,service,,,,,,,,,
5707054206,5707054208,684089070,,Phố Phạm Ngũ Lão,residential,False,False,41.944,residential,,Phố Phạm Ngũ Lão,,,,,,,
5707054206,8817346153,684089070,,Phố Phạm Ngũ Lão,residential,False,True,28.267,residential,,Phố Phạm Ngũ Lão,,,,,,,
5707054207,5707054208,600022128,,,service,False,True,68.336,service,,,,,,,,,
5707054208,5707054207,600022128,,,service,False,False,68.336,service,,,,,,,,,
5707054208,4022968801,684089070,,Phố Phạm Ngũ Lão,residential,False,False,68.394,residential,,Phố Phạm Ngũ Lão,,,,,,,
5707054208,5707054206,684089070,,Phố Phạm Ngũ Lão,residential,False,True,41.944,residential,,Phố Phạm Ngũ Lão,,,,,,,
5707054217,11217947433,953227391,2,Phố Phan Chu Trinh,tertiary,False,False,25.886,tertiary,2,Phố Phan Chu Trinh,,,,,,,
5707054217,5707060227,953227391,2,Phố Phan Chu Trinh,tertiary,False,True,33.999,tertiary,2,Phố Phan Chu Trinh,,,,,,,
5707054217,9965357127,1087647931,,,service,False,True,10.522,service,,,,,,driveway,,,
5707060227,5707054217,953227391,2,Phố Phan Chu Trinh,tertiary,False,False,33.999,tertiary,2,Phố Phan Chu Trinh,,,,,,,
5707060227,9965357129,1087647932,,,service,False,True,10.839,service,,,,,,driveway,,,
5707060227,6662352882,953227391,2,Phố Phan Chu Trinh,tertiary,False,True,86.39599999999999,tertiary,2,Phố Phan Chu Trinh,,"LINESTRING (105.8558784 21.0209023, 105.8556497 21.0202122, 105.8556318 21.0201602)",,,,,
5707060234,10142026295,600022136,,,service,False,False,6.946,service,,,,,,,,,
5707060234,11209277993,964674136,2,Phố Lê Thánh Tông,tertiary,False,False,16.32,tertiary,2,Phố Lê Thánh Tông,,,,,,,
5707060234,6644534248,964674136,2,Phố Lê Thánh Tông,tertiary,False,True,41.337,tertiary,2,Phố Lê Thánh Tông,,,,,,,
5707060235,4022968801,600022137,,,residential,False,True,89.36,residential,,,,,,,,,
5707060239,5707060240,600022138,,,service,False,True,67.171,service,,,,,,,,,
5707060240,5707060239,600022138,,,service,False,False,67.171,service,,,,,,,,,
5707060240,5707060242,684089070,,Phố Phạm Ngũ Lão,residential,False,False,23.537,residential,,Phố Phạm Ngũ Lão,,,,,,,
5707060240,7822814654,684089070,,Phố Phạm Ngũ Lão,residential,False,True,31.462,residential,,Phố Phạm Ngũ Lão,,,,,,,
5707060241,5707060242,600022139,,,residential,False,True,62.617,residential,,,,,,,,,
5707060242,5707060241,600022139,,,residential,False,False,62.617,residential,,,,,,,,,
5707060242,8817435380,684089070,,Phố Phạm Ngũ Lão,residential,False,False,55.425,residential,,Phố Phạm Ngũ Lão,,,,,,,
5707060242,5707060240,684089070,,Phố Phạm Ngũ Lão,residential,False,True,23.537,residential,,Phố Phạm Ngũ Lão,,,,,,,
5707599729,5707599775,600115679,,,service,False,True,55.746,service,,,,,private,,,,
5707599742,320410409,"[408489723, 29124255]",2,"['Đường Bạch Đằng', 'Vạn Kiếp']","['residential', 'tertiary']",False,"[False, True]",295.904,"['residential', 'tertiary']",2,"['Đường Bạch Đằng', 'Vạn Kiếp']",,"LINESTRING (105.8633673 21.0198384, 105.8634456 21.0196879, 105.8635864 21.0194384, 105.8636298 21.0193692, 105.8639306 21.0189715, 105.8631189 21.0187857, 105.8631134 21.0187844, 105.8628813 21.0187315, 105.8625822 21.0186632, 105.8622191 21.0185804)",,,,,
5707599742,6408837616,408489723,2,Đường Bạch Đằng,tertiary,False,True,222.24800000000002,tertiary,2,Đường Bạch Đằng,,"LINESTRING (105.8633673 21.0198384, 105.8633347 21.0199444, 105.8631871 21.020466, 105.8631275 21.0206704, 105.8629371 21.0213222, 105.8628918 21.0214817, 105.8628203 21.0217706)",,,,,
5707599742,5707599746,600115696,,Ngõ 1081,residential,False,True,134.805,residential,,Ngõ 1081,,"LINESTRING (105.8633673 21.0198384, 105.8632439 21.0198104, 105.8628845 21.0196952, 105.8625036 21.0196026, 105.8621137 21.0195273)",,,,,
5707599746,320410409,600157694,,Đường Hồng Hà,residential,False,False,105.857,residential,,Đường Hồng Hà,,,,,,,
5707599746,5707599742,600115696,,Ngõ 1081,residential,False,False,134.805,residential,,Ngõ 1081,,"LINESTRING (105.8621137 21.0195273, 105.8625036 21.0196026, 105.8628845 21.0196952, 105.8632439 21.0198104, 105.8633673 21.0198384)",,,,,
5707599746,6408837613,600157694,,Đường Hồng Hà,residential,False,True,214.452,residential,,Đường Hồng Hà,,"LINESTRING (105.8621137 21.0195273, 105.8620137 21.0204329, 105.8618921 21.0211023, 105.8617783 21.0214245)",,,,,
5707599766,8817346152,1210254460,,,service,False,True,55.761,service,,,,"LINESTRING (105.8594432 21.0197327, 105.8595237 21.019555, 105.8597785 21.0196201, 105.859808 21.01959, 105.859814 21.0195696)",,,,,
5707599770,8817346152,1210254460,,,service,False,False,67.028,service,,,,,,,,,
5707599770,2218568787,211930307,,Phố Đinh Công Tráng,residential,False,False,76.00399999999999,residential,,Phố Đinh Công Tráng,,"LINESTRING (105.8599857 21.0189885, 105.8605208 21.0191538, 105.8606832 21.0191961)",,,,,
5707599770,6689701338,211930307,,Phố Đinh Công Tráng,residential,False,True,29.261,residential,,Phố Đinh Công Tráng,,"LINESTRING (105.8599857 21.0189885, 105.859823 21.0189211, 105.859772 21.0188366)",,,,,
5707599771,6689701338,211930307,,Phố Đinh Công Tráng,residential,False,False,8.563,residential,,Phố Đinh Công Tráng,,,,,,,
5707599771,6689701337,813360486,2,Phố Trần Hưng Đạo,secondary,False,True,36.079,secondary,2,Phố Trần Hưng Đạo,,,,,,,
5707599771,5707599788,1226365019,2,Phố Trần Hưng Đạo,secondary,False,False,43.279,secondary,2,Phố Trần Hưng Đạo,,,,,,,
5707599775,5707599729,600115679,,,service,False,False,55.746,service,,,,,private,,,,
5707599775,11268532871,1216168361,,,service,False,False,13.771,service,,,,,,,,,
5707599775,10139319551,711525564,,,service,False,False,12.871,service,,,,"LINESTRING (105.8602758 21.0184228, 105.8602806 21.0184562, 105.8602925 21.0185375)",,,,,
5707599775,5707599776,838076294,,,service,False,True,96.25,service,,,,"LINESTRING (105.8602758 21.0184228, 105.8608253 21.0183249, 105.8611763 21.0182221)",private,,,,
5707599776,10139319558,838076294,,,service,False,True,3.936,service,,,,,private,,,,
5707599776,5707599781,600115723,,,service,False,True,64.687,service,,,,"LINESTRING (105.8611763 21.0182221, 105.8612215 21.0180052, 105.8615515 21.0178174)",private,,,,
5707599776,5707599775,838076294,,,service,False,False,96.25,service,,,,"LINESTRING (105.8611763 21.0182221, 105.8608253 21.0183249, 105.8602758 21.0184228)",private,,,,
5707599781,5707599782,838076294,,,service,False,True,80.546,service,,,,,private,,,,
5707599781,5707599776,600115723,,,service,False,False,64.687,service,,,,"LINESTRING (105.8615515 21.0178174, 105.8612215 21.0180052, 105.8611763 21.0182221)",private,,,,
5707599781,10139319558,838076294,,,service,False,False,130.486,service,,,,"LINESTRING (105.8615515 21.0178174, 105.8618116 21.0178625, 105.8617124 21.0182856, 105.8616346 21.0183332, 105.861213 21.018231)",private,,,,
5707599782,5707599781,838076294,,,service,False,False,80.546,service,,,,,private,,,,
5707599786,10139319534,600115738,,,service,False,True,88.19300000000001,service,,,,"LINESTRING (105.8591455 21.0197027, 105.8593923 21.0191419, 105.8593503 21.0189592)",,,,,
5707599788,10139319534,600115738,,,service,False,False,8.768,service,,,,,,,,,
5707599788,6689572371,1226365019,2,Phố Trần Hưng Đạo,secondary,False,False,42.495,secondary,2,Phố Trần Hưng Đạo,,,,,,,
5707599788,5707599771,1226365019,2,Phố Trần Hưng Đạo,secondary,False,True,43.279,secondary,2,Phố Trần Hưng Đạo,,,,,,,
5707599790,102987962,11005894,1,Đường Trần Khánh Dư,secondary,False,True,89.032,secondary,1,Đường Trần Khánh Dư,,"LINESTRING (105.8615967 21.0195804, 105.8616141 21.0200667, 105.8616231 21.0203807)",,,,,
5707599790,10118488793,11550678,1,Đường Trần Khánh Dư,secondary,False,False,26.585,secondary,1,Đường Trần Khánh Dư,,"LINESTRING (105.8615967 21.0195804, 105.8616453 21.0196641, 105.8616915 21.0197184, 105.8617484 21.0197707)",,,,,
5707599790,10142638686,711132577,2,Đường Trần Khánh Dư,secondary,False,False,14.619,secondary,2,Đường Trần Khánh Dư,,"LINESTRING (105.8615967 21.0195804, 105.8616008 21.0195051, 105.8616086 21.0194495)",,,,,
5707599797,6689486564,600115744,,Ngõ Phan Chu Trinh,residential,False,True,6.429,residential,,Ngõ Phan Chu Trinh,,,,,,,
5707599797,6662352884,943964870,2,Phố Phan Chu Trinh,tertiary,False,False,53.139,tertiary,2,Phố Phan Chu Trinh,,,,,,,
5707599797,6685594996,943964870,2,Phố Phan Chu Trinh,tertiary,False,True,115.746,tertiary,2,Phố Phan Chu Trinh,,,,,,,
5707599801,8189781487,600115744,,Ngõ Phan Chu Trinh,residential,False,False,5.811,residential,,Ngõ Phan Chu Trinh,,,,,,,
5707599801,6689701340,711525565,,Phố Phan Huy Chú,residential,False,False,40.98,residential,,Phố Phan Huy Chú,,,,,,,
5707599801,6689572378,711525565,,Phố Phan Huy Chú,residential,False,True,37.314,residential,,Phố Phan Huy Chú,,,,,,,
5707599805,8189781578,880504074,,,tertiary_link,False,False,25.225,tertiary_link,,,,,,,,,
5707599805,6689572377,943964869,2,Phố Trần Hưng Đạo,secondary,False,False,27.167,secondary,2,Phố Trần Hưng Đạo,,,,,,,
5707599805,6689572375,943964869,2,Phố Trần Hưng Đạo,secondary,False,True,11.461,secondary,2,Phố Trần Hưng Đạo,,,,,,,
5707599805,6689572376,11550985,2,Phố Hàn Thuyên,tertiary,False,False,31.561999999999998,tertiary,2,Phố Hàn Thuyên,,"LINESTRING (105.8584531 21.0191224, 105.8583376 21.0190287, 105.8582007 21.0189691)",,,,,
5753234221,6611718004,1087647924,,,,False,False,35.414,,,,,,,,,,
5753234221,9965351607,1087647924,,,,False,True,2.893,,,,,,,,,,
5843520141,4902374735,399565639,2,Phố Lê Thánh Tông,tertiary,False,False,14.821,tertiary,2,Phố Lê Thánh Tông,,,,,,,
5843520141,993037624,85608570,2,,secondary,False,False,33.445,secondary,2,,roundabout,"LINESTRING (105.8572022 21.0241848, 105.8572491 21.0242164, 105.8572821 21.0242608, 105.8572974 21.024313, 105.8573016 21.0243523, 105.8572841 21.0244051, 105.8572579 21.0244415)",,,,,
5843520141,993037639,946030643,2,,secondary,False,True,20.003,secondary,2,,roundabout,"LINESTRING (105.8572022 21.0241848, 105.8571659 21.0241727, 105.8571276 21.0241685, 105.8570893 21.0241724, 105.8570529 21.0241841, 105.8570202 21.0242032)",,,,,
5894328671,8027379761,624201558,,SeABank,,False,False,16.288,,,SeABank,,,,,,,
5894328671,8027379762,624201558,,SeABank,,False,True,21.737,,,SeABank,,,,,,,
5894328672,8027379763,624201558,,SeABank,,False,False,11.039,,,SeABank,,,,,,,
5894328672,8027379761,624201558,,SeABank,,False,True,14.642,,,SeABank,,,,,,,
6053037213,445373568,37933426,,,,False,False,27.332,,,,,,,,,,
6053037213,445373573,37933426,,,,False,True,52.741,,,,,,,,,,
6053037213,4533473996,643142345,,Sofitel Legend Metropole Hà Nội,,False,False,54.346000000000004,,,Sofitel Legend Metropole Hà Nội,,"LINESTRING (105.8556365 21.0253856, 105.855686 21.0253704, 105.8559383 21.0252931, 105.8561322 21.0252283)",,,commercial,,
6352368469,9247843727,1001979396,,,,False,False,286.81399999999996,,,,,"LINESTRING (105.851618 21.0182728, 105.8519903 21.0182123, 105.8522116 21.0188035, 105.8523911 21.0187243, 105.8527107 21.0186607, 105.8526657 21.0183963, 105.8529489 21.0183619, 105.853418 21.0183008, 105.8534767 21.0184226)",,,,,
6352370306,8324148623,769787747,2,Phố Lê Thánh Tông,tertiary,False,True,162.276,tertiary,2,Phố Lê Thánh Tông,,,,,,,
6352370306,102987961,832454962,2,Phố Lê Thánh Tông,tertiary,False,False,28.907,tertiary,2,Phố Lê Thánh Tông,,,,,,,
6385048418,6385048445,681802403,,Ngõ 3 Vọng Đức,service,False,True,40.471,service,,Ngõ 3 Vọng Đức,,,,alley,,,
6385048445,2302090839,170810312,,Phố Vọng Đức,residential,False,False,71.041,residential,,Phố Vọng Đức,,,,,,,
6385048445,8178545046,170810312,,Phố Vọng Đức,residential,False,True,40.117,residential,,Phố Vọng Đức,,,,,,,
6385048445,6385048418,681802403,,Ngõ 3 Vọng Đức,service,False,False,40.471,service,,Ngõ 3 Vọng Đức,,,,alley,,,
6408551377,10142034366,684089069,,Ngõ 3B Phố Đặng Thái Thân,residential,False,False,56.729,residential,,Ngõ 3B Phố Đặng Thái Thân,,,,,,,
6408837600,8713702409,408489723,2,Đường Bạch Đằng,tertiary,False,False,24.203,tertiary,2,Đường Bạch Đằng,,,,,,,
6408837600,6408837617,684117649,,Ngõ 364 Bạch Đằng,residential,False,True,20.339,residential,,Ngõ 364 Bạch Đằng,,,,,,,
6408837600,5704400895,408489723,2,Đường Bạch Đằng,tertiary,False,True,43.104,tertiary,2,Đường Bạch Đằng,,"LINESTRING (105.862417 21.023265, 105.8623875 21.0235355, 105.8623767 21.0236508)",,,,,
6408837604,5704400895,408489723,2,Đường Bạch Đằng,tertiary,False,False,44.406,tertiary,2,Đường Bạch Đằng,,,,,,,
6408837604,6658015490,408489723,2,Đường Bạch Đằng,tertiary,False,True,26.174,tertiary,2,Đường Bạch Đằng,,,,,,,
6408837604,6408837620,684117627,,Ngõ 338 Bạch Đằng,residential,False,True,32.935,residential,,Ngõ 338 Bạch Đằng,,,,,,,
6408837613,5707599746,600157694,,Đường Hồng Hà,residential,False,False,214.452,residential,,Đường Hồng Hà,,"LINESTRING (105.8617783 21.0214245, 105.8618921 21.0211023, 105.8620137 21.0204329, 105.8621137 21.0195273)",,,,,
6408837613,8713732018,600157694,,Đường Hồng Hà,residential,False,True,162.111,residential,,Đường Hồng Hà,,"LINESTRING (105.8617783 21.0214245, 105.8613231 21.0227295, 105.8612936 21.0228104)",,,,,
6408837613,6408837616,684117637,,Ngõ 1009 Đường Hồng Hà,residential,False,False,114.963,residential,,Ngõ 1009 Đường Hồng Hà,,"LINESTRING (105.8617783 21.0214245, 105.8622837 21.0216218, 105.8628203 21.0217706)",,,,,
6408837616,5707599742,408489723,2,Đường Bạch Đằng,tertiary,False,False,222.24800000000002,tertiary,2,Đường Bạch Đằng,,"LINESTRING (105.8628203 21.0217706, 105.8628918 21.0214817, 105.8629371 21.0213222, 105.8631275 21.0206704, 105.8631871 21.020466, 105.8633347 21.0199444, 105.8633673 21.0198384)",,,,,
6408837616,8713702409,408489723,2,Đường Bạch Đằng,tertiary,False,True,147.16499999999996,tertiary,2,Đường Bạch Đằng,,"LINESTRING (105.8628203 21.0217706, 105.862808 21.0218121, 105.862794 21.0218592, 105.8626295 21.0224923, 105.8625071 21.0229402, 105.8624755 21.0230543)",,,,,
6408837616,6408837613,684117637,,Ngõ 1009 Đường Hồng Hà,residential,False,True,114.963,residential,,Ngõ 1009 Đường Hồng Hà,,"LINESTRING (105.8628203 21.0217706, 105.8622837 21.0216218, 105.8617783 21.0214245)",,,,,
6408837617,6408837600,684117649,,Ngõ 364 Bạch Đằng,residential,False,False,20.339,residential,,Ngõ 364 Bạch Đằng,,,,,,,
6408837620,6408837604,684117627,,Ngõ 338 Bạch Đằng,residential,False,False,32.935,residential,,Ngõ 338 Bạch Đằng,,,,,,,
6440634692,5704400882,599647455,,,service,False,True,35.342,service,,,,,,,,,
6440634692,10175009793,"[1112187948, 599647455]",,,service,False,False,116.60100000000001,service,,,,"LINESTRING (105.8614613 21.0241852, 105.8614455 21.0241136, 105.8614396 21.0239164, 105.8614718 21.0238308, 105.8616595 21.0238249, 105.8616621 21.0237912, 105.861744 21.0237896, 105.8618478 21.0238236, 105.8618566 21.0237583, 105.8618723 21.0237114, 105.861957 21.0235449)",,alley,,,
6440634692,10988320675,1183299171,,Ngõ 2 Phố Cầu Đất,service,False,True,72.964,service,,Ngõ 2 Phố Cầu Đất,,"LINESTRING (105.8614613 21.0241852, 105.8611246 21.0242163, 105.8611015 21.0241885, 105.8610364 21.0242062, 105.8609202 21.0242367, 105.8607941 21.02429)",,alley,,,
6600251026,6600251027,711128282,1,Phố Tràng Tiền,secondary,False,True,22.772,secondary,1,Phố Tràng Tiền,,,,,,,
6600251026,6600251031,954856204,4,Đường Trần Khánh Dư,primary,False,True,9.569,primary,4,Đường Trần Khánh Dư,,,,,,,
6600251026,438042806,954856205,4,Đường Trần Khánh Dư,primary,False,False,47.357000000000006,primary,4,Đường Trần Khánh Dư,,"LINESTRING (105.8600125 21.0249853, 105.8600697 21.0248992, 105.8601003 21.0248558, 105.8601316 21.0248021, 105.8601564 21.0247585, 105.8601914 21.0246784, 105.8602148 21.024606)",,,,,
6600251027,6600251026,711128282,1,Phố Tràng Tiền,secondary,False,False,22.772,secondary,1,Phố Tràng Tiền,,,,,,,
6600251027,6647207215,711128282,1,Phố Tràng Tiền,secondary,False,True,38.281,secondary,1,Phố Tràng Tiền,,,,,,,
6600251028,6647207216,711128280,1,Phố Tràng Tiền,secondary,False,False,36.483,secondary,1,Phố Tràng Tiền,,,,,,,
6600251028,6600251031,711128280,1,Phố Tràng Tiền,secondary,False,True,20.765,secondary,1,Phố Tràng Tiền,,,,,,,
6600251029,6600251031,211897427,1,,primary_link,False,False,9.244,primary_link,1,,,,,,,,
6600251029,438042805,211897427,1,,primary_link,False,True,93.59599999999999,primary_link,1,,,"LINESTRING (105.8600507 21.0250498, 105.8601434 21.0250375, 105.8601608 21.0250297, 105.8601752 21.0250203, 105.8601871 21.0250085, 105.8602034 21.0249859, 105.8602343 21.0249375, 105.8603921 21.0246416, 105.8604157 21.024613, 105.8604553 21.0245864, 105.8604909 21.024557, 105.8605199 21.0245194, 105.8605779 21.0244154)",,,,,
6600251031,438042808,38134264,4,Đường Trần Quang Khải,primary,False,True,23.944,primary,4,Đường Trần Quang Khải,,,,,,,
6600251031,6600251029,211897427,1,,primary_link,False,True,9.244,primary_link,1,,,,,,,,
6600251031,6600251028,711128280,1,Phố Tràng Tiền,secondary,False,False,20.765,secondary,1,Phố Tràng Tiền,,,,,,,
6600251031,6600251026,954856204,4,Đường Trần Khánh Dư,primary,False,False,9.569,primary,4,Đường Trần Khánh Dư,,,,,,,
6611717984,6611717991,704147263,,Opera Business Centre,,False,False,4.017,,,Opera Business Centre,,,,,,,
6611717984,9965351574,704147263,,Opera Business Centre,,False,True,3.55,,,Opera Business Centre,,,,,,,
6611717985,9965351574,704147263,,Opera Business Centre,,False,False,19.238,,,Opera Business Centre,,,,,,,
6611717985,9965351577,704147263,,Opera Business Centre,,False,True,19.114,,,Opera Business Centre,,,,,,,
6611717985,9965351582,1087647920,,,,False,False,10.141,,,,,,,,,,
6611717986,9965351580,704147263,,Opera Business Centre,,False,False,5.451,,,Opera Business Centre,,,,,,,
6611717986,9965351582,704147263,,Opera Business Centre,,False,True,15.399,,,Opera Business Centre,,,,,,,
6611717988,9965351582,704147263,,Opera Business Centre,,False,False,22.868,,,Opera Business Centre,,,,,,,
6611717988,9965351575,704147263,,Opera Business Centre,,False,True,15.18,,,Opera Business Centre,,,,,,,
6611717991,6611717992,704147263,,Opera Business Centre,,False,False,15.026,,,Opera Business Centre,,,,,,,
6611717991,6611717984,704147263,,Opera Business Centre,,False,True,4.017,,,Opera Business Centre,,,,,,,
6611717992,9965351576,704147263,,Opera Business Centre,,False,False,3.436,,,Opera Business Centre,,,,,,,
6611717992,6611717991,704147263,,Opera Business Centre,,False,True,15.026,,,Opera Business Centre,,,,,,,
6611718000,6611718001,1087647924,,,,False,False,1.88,,,,,,,,,,
6611718000,6611718006,1087647924,,,,False,True,23.346,,,,,,,,,,
6611718001,9965351608,1087647924,,,,False,False,2.532,,,,,,,,,,
6611718001,6611718000,1087647924,,,,False,True,1.88,,,,,,,,,,
6611718004,9965351605,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,False,5.831,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
6611718004,9965351609,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,True,6.433,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
6611718004,5753234221,1087647924,,,,False,True,35.414,,,,,,,,,,
6611718005,9965351609,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,False,23.326,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
